H,L,t_L,U,t_U,Point,CI_Low,CI_High
0.01,2.1086525917053223,1986.4125032424927,1.1843005418777466,130.49914717674255,1.6464765667915344,2.146889607123992,1.181362475766677
0.01,1.1843005418777466,130.27337169647217,2.1086525917053223,1975.6655242443085,1.6464765667915344,1.181362475766677,2.146889607123992
